WeekEnding,HB,AgeGroup,Sex,NumberAttendances,Average20182019
20220731,S08000028,15 - 44,All,27,41
20220731,S08000028,45 - 64,All,29,37.5
20220731,S08000028,65 - 74,All,15,18.5
20220731,S08000028,75 - 84,All,17,14
20220731,S08000028,85 and over,All,6,7
20220731,S08000028,All ages,All,126,145
20220731,S08000028,All ages,Female,49,63
20220731,S08000028,All ages,Male,63,71
20220731,S08000029,Under 5,All,87,92.5
20220731,S08000029,5 - 14,All,87,106
20220731,S08000029,15 - 44,All,490,504
20220731,S08000029,45 - 64,All,309,321
20220731,S08000029,65 - 74,All,113,137
20220731,S08000029,75 - 84,All,119,116.5
20220731,S08000029,85 and over,All,77,70.5
20220731,S08000029,All ages,All,1282,1375.5
20220731,S08000029,All ages,Female,637,690
20220731,S08000029,All ages,Male,645,657.5
20220731,S08000030,Under 5,All,110,105.5
20220731,S08000030,5 - 14,All,160,125
20220731,S08000030,15 - 44,All,619,621.5
20220731,S08000030,45 - 64,All,327,356
20220731,S08000030,65 - 74,All,145,133
20220731,S08000030,75 - 84,All,140,130
20220731,S08000030,85 and over,All,99,71.5
20220731,S08000030,All ages,All,1600,1607
20220731,S08000030,All ages,Female,735,739.5
20220731,S08000030,All ages,Male,865,803
20220731,S08000031,Under 5,All,677,653
20220731,S08000031,5 - 14,All,558,580.5
20220731,S08000031,15 - 44,All,2217,2577
20220731,S08000031,45 - 64,All,1315,1560.5
20220731,S08000031,65 - 74,All,579,576.5
20220731,S08000031,75 - 84,All,468,533.5
20220731,S08000031,85 and over,All,287,288
20220731,S08000031,All ages,All,6125,6947
20220731,S08000031,All ages,Female,3035,3275
20220731,S08000031,All ages,Male,3066,3494
20220731,S08000032,Under 5,All,208,194.5
20220731,S08000032,5 - 14,All,213,263
20220731,S08000032,15 - 44,All,1261,1443
20220731,S08000032,45 - 64,All,989,1017
20220731,S08000032,65 - 74,All,443,439
20220731,S08000032,75 - 84,All,390,416
20220731,S08000032,85 and over,All,171,192
20220731,S08000032,All ages,All,3713,4006
20220731,S08000032,All ages,Female,1852,1961
20220731,S08000032,All ages,Male,1823,2003.5
20220731,S92000003,Under 5,All,2204,2116
20220731,S92000003,5 - 14,All,2121,2231.5
20220731,S92000003,15 - 44,All,8413,9828
20220731,S92000003,45 - 64,All,5442,6103.5
20220731,S92000003,65 - 74,All,2487,2524
20220731,S92000003,75 - 84,All,2181,2285
20220731,S92000003,85 and over,All,1256,1251.5
20220731,S92000003,All ages,All,24718,27426
20220731,S92000003,All ages,Female,11826,12841.5
20220731,S92000003,All ages,Male,12278,13498
20220807,S08000015,Under 5,All,176,176.5
20220807,S08000015,5 - 14,All,155,196
20220807,S08000015,15 - 44,All,578,766
20220807,S08000015,45 - 64,All,382,527.5
20220807,S08000015,65 - 74,All,180,242.5
20220807,S08000015,75 - 84,All,146,186
20220807,S08000015,85 and over,All,80,95.5
20220807,S08000015,All ages,All,1703,2210
20220807,S08000015,All ages,Female,847,1093.5
20220807,S08000015,All ages,Male,850,1096.5
20220807,S08000016,Under 5,All,23,23.5
20220807,S08000016,5 - 14,All,34,39.5
20220807,S08000016,15 - 44,All,137,196.5
20220807,S08000016,45 - 64,All,110,146
20220807,S08000016,65 - 74,All,73,78
20220807,S08000016,75 - 84,All,75,70
20220807,S08000016,85 and over,All,49,47
20220807,S08000016,All ages,All,527,612.5
20220807,S08000016,All ages,Female,244,308.5
20220807,S08000016,All ages,Male,257,292
20220807,S08000017,Under 5,All,54,70
20220807,S08000017,5 - 14,All,68,88
20220807,S08000017,15 - 44,All,306,332
20220807,S08000017,45 - 64,All,224,227
20220807,S08000017,65 - 74,All,89,108
20220807,S08000017,75 - 84,All,100,106
20220807,S08000017,85 and over,All,53,46
20220807,S08000017,All ages,All,927,993
20220807,S08000017,All ages,Female,459,498.5
20220807,S08000017,All ages,Male,435,478.5
20220807,S08000019,Under 5,All,92,72
20220807,S08000019,5 - 14,All,76,93.5
20220807,S08000019,15 - 44,All,385,472.5
20220807,S08000019,45 - 64,All,270,314.5
20220807,S08000019,65 - 74,All,129,130.5
20220807,S08000019,75 - 84,All,120,106.5
20220807,S08000019,85 and over,All,59,58.5
20220807,S08000019,All ages,All,1132,1268.5
20220807,S08000019,All ages,Female,542,593.5
20220807,S08000019,All ages,Male,589,654.5
20220807,S08000020,Under 5,All,157,144
20220807,S08000020,5 - 14,All,162,174
20220807,S08000020,15 - 44,All,675,768.5
20220807,S08000020,45 - 64,All,407,413
20220807,S08000020,65 - 74,All,174,174
20220807,S08000020,75 - 84,All,153,169.5
20220807,S08000020,85 and over,All,106,96.5
20220807,S08000020,All ages,All,1894,2024
20220807,S08000020,All ages,Female,928,929.5
20220807,S08000020,All ages,Male,906,1010
20220807,S08000022,Under 5,All,68,61.5
20220807,S08000022,5 - 14,All,101,111
20220807,S08000022,15 - 44,All,462,446
20220807,S08000022,45 - 64,All,304,310
20220807,S08000022,65 - 74,All,134,116.5
20220807,S08000022,75 - 84,All,122,105.5
20220807,S08000022,85 and over,All,46,52
20220807,S08000022,All ages,All,1429,1397.5
20220807,S08000022,All ages,Female,612,552
20220807,S08000022,All ages,Male,625,650.5
20220807,S08000024,Under 5,All,550,460.5
20220807,S08000024,5 - 14,All,441,424.5
20220807,S08000024,15 - 44,All,1340,1554
20220807,S08000024,45 - 64,All,781,833.5
20220807,S08000024,65 - 74,All,358,351.5
20220807,S08000024,75 - 84,All,294,319.5
20220807,S08000024,85 and over,All,178,204
20220807,S08000024,All ages,All,4201,4427
20220807,S08000024,All ages,Female,1959,2096
20220807,S08000024,All ages,Male,1983,2051.5
20220807,S08000025,Under 5,All,8,8.5
20220807,S08000025,5 - 14,All,8,8.5
20220807,S08000025,15 - 44,All,34,34
20220807,S08000025,45 - 64,All,31,30
20220807,S08000025,65 - 74,All,11,15.5
20220807,S08000025,75 - 84,All,16,16
20220807,S08000025,85 and over,All,5,7.5
20220807,S08000025,All ages,All,125,137
20220807,S08000025,All ages,Female,55,56.5
20220807,S08000025,All ages,Male,58,63.5
20220807,S08000026,Under 5,All,16,9.5
20220807,S08000026,5 - 14,All,12,12
20220807,S08000026,15 - 44,All,45,51
20220807,S08000026,45 - 64,All,31,30
20220807,S08000026,65 - 74,All,15,13
20220807,S08000026,75 - 84,All,9,14.5
20220807,S08000026,85 and over,All,10,7
20220807,S08000026,All ages,All,142,157.5
20220807,S08000026,All ages,Female,68,68
20220807,S08000026,All ages,Male,70,69
20220807,S08000028,5 - 14,All,10,12.5
20220807,S08000028,15 - 44,All,36,55.5
20220807,S08000028,45 - 64,All,33,29.5
20220807,S08000028,65 - 74,All,16,21
20220807,S08000028,75 - 84,All,17,19
20220807,S08000028,85 and over,All,7,8
20220807,S08000028,All ages,All,130,166.5
20220807,S08000028,All ages,Female,56,78.5
20220807,S08000028,All ages,Male,66,75
20220807,S08000029,Under 5,All,94,90.5
20220807,S08000029,5 - 14,All,97,113.5
20220807,S08000029,15 - 44,All,449,511.5
20220807,S08000029,45 - 64,All,295,319
20220807,S08000029,65 - 74,All,149,131.5
20220807,S08000029,75 - 84,All,131,97
20220807,S08000029,85 and over,All,72,60
20220807,S08000029,All ages,All,1287,1345.5
20220807,S08000029,All ages,Female,664,634
20220807,S08000029,All ages,Male,623,689
20220807,S08000030,Under 5,All,116,104.5
20220807,S08000030,5 - 14,All,147,115
20220807,S08000030,15 - 44,All,622,609.5
20220807,S08000030,45 - 64,All,346,336.5
20220807,S08000030,65 - 74,All,149,141.5
20220807,S08000030,75 - 84,All,137,131.5
20220807,S08000030,85 and over,All,68,72.5
20220807,S08000030,All ages,All,1608,1538
20220807,S08000030,All ages,Female,762,720
20220807,S08000030,All ages,Male,823,791
20220807,S08000031,Under 5,All,768,665
20220807,S08000031,5 - 14,All,587,577.5
20220807,S08000031,15 - 44,All,2194,2608
20220807,S08000031,45 - 64,All,1281,1623
20220807,S08000031,65 - 74,All,566,604
20220807,S08000031,75 - 84,All,466,496
20220807,S08000031,85 and over,All,300,298
20220807,S08000031,All ages,All,6234,6963.5
20220807,S08000031,All ages,Female,3081,3376
20220807,S08000031,All ages,Male,3081,3495.5
20220807,S08000032,Under 5,All,165,197
20220807,S08000032,5 - 14,All,233,265
20220807,S08000032,15 - 44,All,1204,1469
20220807,S08000032,45 - 64,All,946,1059
20220807,S08000032,65 - 74,All,448,440
20220807,S08000032,75 - 84,All,380,411.5
20220807,S08000032,85 and over,All,175,195.5
20220807,S08000032,All ages,All,3589,4091.5
20220807,S08000032,All ages,Female,1877,2055
20220807,S08000032,All ages,Male,1674,1982
20220807,S92000003,Under 5,All,2290,2091
20220807,S92000003,5 - 14,All,2131,2230.5
20220807,S92000003,15 - 44,All,8467,9874
20220807,S92000003,45 - 64,All,5441,6198.5
20220807,S92000003,65 - 74,All,2491,2567.5
20220807,S92000003,75 - 84,All,2166,2248.5
20220807,S92000003,85 and over,All,1208,1248
20220807,S92000003,All ages,All,24928,27332
20220807,S92000003,All ages,Female,12154,13059.5
20220807,S92000003,All ages,Male,12040,13398.5
20220814,S08000015,Under 5,All,163,165.5
20220814,S08000015,5 - 14,All,213,207.5
20220814,S08000015,15 - 44,All,656,747.5
20220814,S08000015,45 - 64,All,424,504.5
20220814,S08000015,65 - 74,All,176,222
20220814,S08000015,75 - 84,All,173,183
20220814,S08000015,85 and over,All,73,87.5
20220814,S08000015,All ages,All,1898,2126.5
20220814,S08000015,All ages,Female,949,1050.5
20220814,S08000015,All ages,Male,929,1067
20220814,S08000016,Under 5,All,30,27.5
20220814,S08000016,5 - 14,All,40,38.5
20220814,S08000016,15 - 44,All,161,207.5
20220814,S08000016,45 - 64,All,133,156.5
20220814,S08000016,65 - 74,All,86,92
20220814,S08000016,75 - 84,All,70,78
20220814,S08000016,85 and over,All,42,50
20220814,S08000016,All ages,All,577,659
20220814,S08000016,All ages,Female,269,316
20220814,S08000016,All ages,Male,293,334
20220814,S08000017,Under 5,All,52,64
20220814,S08000017,5 - 14,All,96,89.5
20220814,S08000017,15 - 44,All,320,360
20220814,S08000017,45 - 64,All,223,236.5
20220814,S08000017,65 - 74,All,113,106.5
20220814,S08000017,75 - 84,All,101,102
20220814,S08000017,85 and over,All,73,42.5
20220814,S08000017,All ages,All,1002,1001
20220814,S08000017,All ages,Female,476,509
20220814,S08000017,All ages,Male,502,492
20220814,S08000019,Under 5,All,86,83.5
20220814,S08000019,5 - 14,All,77,101
20220814,S08000019,15 - 44,All,371,505
20220814,S08000019,45 - 64,All,276,312.5
20220814,S08000019,65 - 74,All,131,126
20220814,S08000019,75 - 84,All,113,107.5
20220814,S08000019,85 and over,All,52,50
20220814,S08000019,All ages,All,1111,1290.5
20220814,S08000019,All ages,Female,540,594
20220814,S08000019,All ages,Male,566,691.5
20220814,S08000020,Under 5,All,187,144.5
20220814,S08000020,5 - 14,All,195,188
20220814,S08000020,15 - 44,All,684,700.5
20220814,S08000020,45 - 64,All,412,401
20220814,S08000020,65 - 74,All,170,169
20220814,S08000020,75 - 84,All,196,158.5
20220814,S08000020,85 and over,All,105,96.5
20220814,S08000020,All ages,All,2037,1947.5
20220814,S08000020,All ages,Female,937,910.5
20220814,S08000020,All ages,Male,1012,947.5
20220814,S08000022,Under 5,All,50,67
20220814,S08000022,5 - 14,All,94,110
20220814,S08000022,15 - 44,All,425,446
20220814,S08000022,45 - 64,All,315,269.5
20220814,S08000022,65 - 74,All,130,114
20220814,S08000022,75 - 84,All,118,110
20220814,S08000022,85 and over,All,64,52
20220814,S08000022,All ages,All,1406,1378
20220814,S08000022,All ages,Female,555,545.5
20220814,S08000022,All ages,Male,641,623
20220814,S08000024,Under 5,All,597,454
20220814,S08000024,5 - 14,All,517,441
20220814,S08000024,15 - 44,All,1471,1529
20220814,S08000024,45 - 64,All,834,869
20220814,S08000024,65 - 74,All,327,342.5
20220814,S08000024,75 - 84,All,348,301
20220814,S08000024,85 and over,All,181,172
20220814,S08000024,All ages,All,4561,4472.5
20220814,S08000024,All ages,Female,2117,2062
20220814,S08000024,All ages,Male,2158,2046.5
20220814,S08000025,Under 5,All,5,4.5
20220814,S08000025,5 - 14,All,14,12
20220814,S08000025,15 - 44,All,45,44.5
20220814,S08000025,45 - 64,All,40,34
20220814,S08000025,65 - 74,All,6,13
20220814,S08000025,75 - 84,All,24,18.5
20220814,S08000025,All ages,All,157,157.5
20220814,S08000025,All ages,Female,63,60.5
20220814,S08000025,All ages,Male,75,75
20220814,S08000026,Under 5,All,6,9
20220814,S08000026,5 - 14,All,11,11
20220814,S08000026,15 - 44,All,46,51.5
20220814,S08000026,45 - 64,All,37,35.5
20220814,S08000026,65 - 74,All,7,13
20220814,S08000026,75 - 84,All,12,21
20220814,S08000026,All ages,All,131,160
20220814,S08000026,All ages,Female,54,65
20220814,S08000026,All ages,Male,67,83
20220814,S08000028,Under 5,All,7,10.5
20220814,S08000028,5 - 14,All,10,9
20220814,S08000028,15 - 44,All,43,42.5
20220814,S08000028,45 - 64,All,30,35
20220814,S08000028,65 - 74,All,21,18.5
20220814,S08000028,75 - 84,All,10,17
20220814,S08000028,85 and over,All,8,4.5
20220814,S08000028,All ages,All,132,147
20220814,S08000028,All ages,Female,61,64
20220814,S08000028,All ages,Male,68,73
20220814,S08000029,Under 5,All,91,84
20220814,S08000029,5 - 14,All,114,115.5
20220814,S08000029,15 - 44,All,492,486
20220814,S08000029,45 - 64,All,260,299.5
20220814,S08000029,65 - 74,All,138,146.5
20220814,S08000029,75 - 84,All,116,100
20220814,S08000029,85 and over,All,73,71.5
20220814,S08000029,All ages,All,1284,1325.5
20220814,S08000029,All ages,Female,671,656
20220814,S08000029,All ages,Male,613,647
20220814,S08000030,Under 5,All,113,92.5
20220814,S08000030,5 - 14,All,155,124
20220814,S08000030,15 - 44,All,659,629
20220814,S08000030,45 - 64,All,330,336
20220814,S08000030,65 - 74,All,162,133
20220814,S08000030,75 - 84,All,140,117.5
20220814,S08000030,85 and over,All,74,73
20220814,S08000030,All ages,All,1659,1505
20220814,S08000030,All ages,Female,783,687.5
20220814,S08000030,All ages,Male,850,817.5
20220814,S08000031,Under 5,All,695,654
20220814,S08000031,5 - 14,All,713,556
20220814,S08000031,15 - 44,All,2283,2635.5
20220814,S08000031,45 - 64,All,1381,1564.5
20220814,S08000031,65 - 74,All,563,599
20220814,S08000031,75 - 84,All,517,511.5
20220814,S08000031,85 and over,All,260,297
20220814,S08000031,All ages,All,6483,6835.5
20220814,S08000031,All ages,Female,3108,3386.5
20220814,S08000031,All ages,Male,3304,3431
20220814,S08000032,Under 5,All,218,192
20220814,S08000032,5 - 14,All,266,283
20220814,S08000032,15 - 44,All,1295,1474
20220814,S08000032,45 - 64,All,948,1028
20220814,S08000032,65 - 74,All,434,385.5
20220814,S08000032,75 - 84,All,437,380
20220814,S08000032,85 and over,All,171,183
20220814,S08000032,All ages,All,3809,3981
20220814,S08000032,All ages,Female,1893,1913
20220814,S08000032,All ages,Male,1876,2012.5
20220814,S92000003,Under 5,All,2300,2052.5
20220814,S92000003,5 - 14,All,2515,2286
20220814,S92000003,15 - 44,All,8951,9858.5
20220814,S92000003,45 - 64,All,5643,6082
20220814,S92000003,65 - 74,All,2464,2480.5
20220814,S92000003,75 - 84,All,2375,2205.5
20220814,S92000003,85 and over,All,1182,1195.5
20220814,S92000003,All ages,All,26247,26986.5
20220814,S92000003,All ages,Female,12476,12820
20220814,S92000003,All ages,Male,12954,13340.5
20220821,S08000015,Under 5,All,163,164.5
20220821,S08000015,5 - 14,All,175,174.5
20220821,S08000015,15 - 44,All,619,721.5
20220821,S08000015,45 - 64,All,410,494.5
20220821,S08000015,65 - 74,All,206,194
20220821,S08000015,75 - 84,All,149,174.5
20220821,S08000015,85 and over,All,78,89
20220821,S08000015,All ages,All,1813,2045
20220821,S08000015,All ages,Female,938,1005.5
20220821,S08000015,All ages,Male,862,1007
20220821,S08000016,Under 5,All,24,25
20220821,S08000016,5 - 14,All,46,41.5
20220821,S08000016,15 - 44,All,183,202
20220821,S08000016,45 - 64,All,147,157
20220821,S08000016,65 - 74,All,68,66
20220821,S08000016,75 - 84,All,84,78
20220821,S08000016,85 and over,All,54,43
20220821,S08000016,All ages,All,633,629
20220821,S08000016,All ages,Female,292,296.5
20220821,S08000016,All ages,Male,314,316
20220821,S08000017,Under 5,All,44,67
20220821,S08000017,5 - 14,All,64,77
20220821,S08000017,15 - 44,All,310,320
20220821,S08000017,45 - 64,All,208,216
20220821,S08000017,65 - 74,All,100,100.5
20220821,S08000017,75 - 84,All,95,102.5
20220821,S08000017,85 and over,All,53,47
20220821,S08000017,All ages,All,907,953
20220821,S08000017,All ages,Female,417,456.5
20220821,S08000017,All ages,Male,457,473.5
20220821,S08000019,Under 5,All,88,84.5
20220821,S08000019,5 - 14,All,86,86.5
20220821,S08000019,15 - 44,All,354,458.5
20220821,S08000019,45 - 64,All,293,305.5
20220821,S08000019,65 - 74,All,122,122.5
20220821,S08000019,75 - 84,All,130,125
20220821,S08000019,85 and over,All,62,66.5
20220821,S08000019,All ages,All,1149,1268.5
20220821,S08000019,All ages,Female,567,601.5
20220821,S08000019,All ages,Male,568,647.5
20220821,S08000020,Under 5,All,166,158.5
20220821,S08000020,5 - 14,All,195,206.5
20220821,S08000020,15 - 44,All,674,789.5
20220821,S08000020,45 - 64,All,368,411
20220821,S08000020,65 - 74,All,194,154.5
20220821,S08000020,75 - 84,All,161,149
20220821,S08000020,85 and over,All,111,96
20220821,S08000020,All ages,All,1937,2049
20220821,S08000020,All ages,Female,891,921
20220821,S08000020,All ages,Male,978,1044
20220821,S08000022,Under 5,All,61,57.5
20220821,S08000022,5 - 14,All,103,92
20220821,S08000022,15 - 44,All,429,405
20220821,S08000022,45 - 64,All,293,259.5
20220821,S08000022,65 - 74,All,129,121
20220821,S08000022,75 - 84,All,108,98.5
20220821,S08000022,85 and over,All,51,53.5
20220821,S08000022,All ages,All,1363,1311
20220821,S08000022,All ages,Female,536,501.5
20220821,S08000022,All ages,Male,638,585.5
20220821,S08000024,Under 5,All,554,475.5
20220821,S08000024,5 - 14,All,544,472
20220821,S08000024,15 - 44,All,1547,1512.5
20220821,S08000024,45 - 64,All,823,876
20220821,S08000024,65 - 74,All,313,342
20220821,S08000024,75 - 84,All,322,330.5
20220821,S08000024,85 and over,All,178,197.5
20220821,S08000024,All ages,All,4556,4511.5
20220821,S08000024,All ages,Female,2114,2105.5
20220821,S08000024,All ages,Male,2167,2100.5
20220821,S08000025,Under 5,All,7,9
20220821,S08000025,5 - 14,All,7,9
20220821,S08000025,15 - 44,All,51,55.5
20220821,S08000025,45 - 64,All,43,28
20220821,S08000025,65 - 74,All,15,15
20220821,S08000025,75 - 84,All,15,12.5
20220821,S08000025,85 and over,All,9,5.5
20220821,S08000025,All ages,All,175,152
20220821,S08000025,All ages,Female,63,70
20220821,S08000025,All ages,Male,84,64.5
20220821,S08000026,Under 5,All,11,7.5
20220821,S08000026,5 - 14,All,10,12
20220821,S08000026,15 - 44,All,42,54.5
20220821,S08000026,45 - 64,All,32,40
20220821,S08000026,65 - 74,All,15,18
20220821,S08000026,75 - 84,All,18,16
20220821,S08000026,85 and over,All,5,4.5
20220821,S08000026,All ages,All,147,163.5
20220821,S08000026,All ages,Female,61,72.5
20220821,S08000026,All ages,Male,72,80
20220821,S08000028,Under 5,All,10,9.5
20220821,S08000028,5 - 14,All,5,9
20220821,S08000028,15 - 44,All,33,31.5
20220821,S08000028,45 - 64,All,40,29.5
20220821,S08000028,65 - 74,All,16,19.5
20220821,S08000028,75 - 84,All,14,10
20220821,S08000028,85 and over,All,15,9
20220821,S08000028,All ages,All,146,130.5
20220821,S08000028,All ages,Female,66,52
20220821,S08000028,All ages,Male,67,66
20220821,S08000029,Under 5,All,80,73.5
20220821,S08000029,5 - 14,All,114,105
20220821,S08000029,15 - 44,All,450,458.5
20220821,S08000029,45 - 64,All,305,281
20220821,S08000029,65 - 74,All,125,124.5
20220821,S08000029,75 - 84,All,121,118.5
20220821,S08000029,85 and over,All,72,64.5
20220821,S08000029,All ages,All,1268,1246.5
20220821,S08000029,All ages,Female,601,612.5
20220821,S08000029,All ages,Male,666,613
20220821,S08000030,Under 5,All,117,93
20220821,S08000030,5 - 14,All,187,138.5
20220821,S08000030,15 - 44,All,552,591
20220821,S08000030,45 - 64,All,330,308.5
20220821,S08000030,65 - 74,All,134,134
20220821,S08000030,75 - 84,All,129,131.5
20220821,S08000030,85 and over,All,69,88
20220821,S08000030,All ages,All,1541,1507.5
20220821,S08000030,All ages,Female,682,705
20220821,S08000030,All ages,Male,836,779.5
20220821,S08000031,Under 5,All,729,719.5
20220821,S08000031,5 - 14,All,648,580.5
20220821,S08000031,15 - 44,All,2319,2550
20220821,S08000031,45 - 64,All,1357,1510
20220821,S08000031,65 - 74,All,601,576.5
20220821,S08000031,75 - 84,All,457,508
20220821,S08000031,85 and over,All,260,309.5
20220821,S08000031,All ages,All,6440,6811
20220821,S08000031,All ages,Female,3047,3283
20220821,S08000031,All ages,Male,3324,3471
20220821,S08000032,Under 5,All,213,200.5
20220821,S08000032,5 - 14,All,261,279.5
20220821,S08000032,15 - 44,All,1400,1437
20220821,S08000032,45 - 64,All,1030,1070
20220821,S08000032,65 - 74,All,456,427
20220821,S08000032,75 - 84,All,395,377
20220821,S08000032,85 and over,All,208,190
20220821,S08000032,All ages,All,4006,4039.5
20220821,S08000032,All ages,Female,2022,1988
20220821,S08000032,All ages,Male,1941,1993
20220821,S92000003,Under 5,All,2267,2145
20220821,S92000003,5 - 14,All,2445,2283.5
20220821,S92000003,15 - 44,All,8963,9587
20220821,S92000003,45 - 64,All,5679,5986.5
20220821,S92000003,65 - 74,All,2494,2415
20220821,S92000003,75 - 84,All,2198,2231.5
20220821,S92000003,85 and over,All,1225,1263.5
20220821,S92000003,All ages,All,26081,26817.5
20220821,S92000003,All ages,Female,12297,12671
20220821,S92000003,All ages,Male,12974,13241
20220828,S08000015,Under 5,All,186,177.5
20220828,S08000015,5 - 14,All,230,223
20220828,S08000015,15 - 44,All,622,724.5
20220828,S08000015,45 - 64,All,421,497.5
20220828,S08000015,65 - 74,All,180,211
20220828,S08000015,75 - 84,All,185,174.5
20220828,S08000015,85 and over,All,93,90.5
20220828,S08000015,All ages,All,1961,2151.5
20220828,S08000015,All ages,Female,935,1036
20220828,S08000015,All ages,Male,982,1062.5
20220828,S08000016,Under 5,All,37,26
20220828,S08000016,5 - 14,All,47,51
20220828,S08000016,15 - 44,All,175,171
20220828,S08000016,45 - 64,All,139,147
20220828,S08000016,65 - 74,All,77,77
20220828,S08000016,75 - 84,All,72,80
20220828,S08000016,85 and over,All,51,39
20220828,S08000016,All ages,All,630,629.5
20220828,S08000016,All ages,Female,272,298.5
20220828,S08000016,All ages,Male,326,292.5
20220828,S08000017,Under 5,All,45,67.5
20220828,S08000017,5 - 14,All,100,83.5
20220828,S08000017,15 - 44,All,295,325
20220828,S08000017,45 - 64,All,231,214.5
20220828,S08000017,65 - 74,All,102,109
20220828,S08000017,75 - 84,All,108,95
20220828,S08000017,85 and over,All,40,43.5
20220828,S08000017,All ages,All,993,1014
20220828,S08000017,All ages,Female,468,471
20220828,S08000017,All ages,Male,453,467
20220828,S08000019,Under 5,All,117,73.5
20220828,S08000019,5 - 14,All,98,114
20220828,S08000019,15 - 44,All,366,442
20220828,S08000019,45 - 64,All,249,288
20220828,S08000019,65 - 74,All,99,134.5
20220828,S08000019,75 - 84,All,126,132
20220828,S08000019,85 and over,All,71,66.5
20220828,S08000019,All ages,All,1154,1281
20220828,S08000019,All ages,Female,525,608.5
20220828,S08000019,All ages,Male,601,642
20220828,S08000020,Under 5,All,194,148.5
20220828,S08000020,5 - 14,All,235,205.5
20220828,S08000020,15 - 44,All,689,765.5
20220828,S08000020,45 - 64,All,408,404.5
20220828,S08000020,65 - 74,All,183,182
20220828,S08000020,75 - 84,All,182,132.5
20220828,S08000020,85 and over,All,99,84.5
20220828,S08000020,All ages,All,2062,2001
20220828,S08000020,All ages,Female,982,917.5
20220828,S08000020,All ages,Male,1008,1005.5
20220828,S08000022,Under 5,All,74,63.5
20220828,S08000022,5 - 14,All,149,103
20220828,S08000022,15 - 44,All,386,429
20220828,S08000022,45 - 64,All,257,284.5
20220828,S08000022,65 - 74,All,129,121
20220828,S08000022,75 - 84,All,132,100.5
20220828,S08000022,85 and over,All,66,50
20220828,S08000022,All ages,All,1402,1371
20220828,S08000022,All ages,Female,558,524
20220828,S08000022,All ages,Male,635,627.5
20220828,S08000024,Under 5,All,533,493
20220828,S08000024,5 - 14,All,624,561
20220828,S08000024,15 - 44,All,1468,1504
20220828,S08000024,45 - 64,All,851,869
20220828,S08000024,65 - 74,All,322,348.5
20220828,S08000024,75 - 84,All,302,298.5
20220828,S08000024,85 and over,All,206,182.5
20220828,S08000024,All ages,All,4541,4580
20220828,S08000024,All ages,Female,2095,2081
20220828,S08000024,All ages,Male,2211,2175.5
20220828,S08000025,Under 5,All,9,11.5
20220828,S08000025,5 - 14,All,14,8
20220828,S08000025,15 - 44,All,37,38.5
20220828,S08000025,45 - 64,All,34,33.5
20220828,S08000025,65 - 74,All,16,13
20220828,S08000025,75 - 84,All,15,10
20220828,S08000025,85 and over,All,9,7.5
20220828,S08000025,All ages,All,142,133
20220828,S08000025,All ages,Female,52,56
20220828,S08000025,All ages,Male,82,66
20220828,S08000026,Under 5,All,8,10
20220828,S08000026,5 - 14,All,7,13
20220828,S08000026,15 - 44,All,54,53.5
20220828,S08000026,45 - 64,All,43,33.5
20220828,S08000026,65 - 74,All,13,11
20220828,S08000026,75 - 84,All,16,13.5
20220828,S08000026,85 and over,All,5,8.5
20220828,S08000026,All ages,All,157,159.5
20220828,S08000026,All ages,Female,63,74.5
20220828,S08000026,All ages,Male,83,68.5
20220828,S08000028,Under 5,All,9,5
20220828,S08000028,5 - 14,All,6,14
20220828,S08000028,15 - 44,All,44,37
20220828,S08000028,45 - 64,All,23,28
20220828,S08000028,65 - 74,All,12,16
20220828,S08000028,75 - 84,All,16,11
20220828,S08000028,85 and over,All,12,9
20220828,S08000028,All ages,All,135,131.5
20220828,S08000028,All ages,Female,64,55.5
20220828,S08000028,All ages,Male,58,64.5
20220828,S08000029,Under 5,All,103,92
20220828,S08000029,5 - 14,All,135,123.5
20220828,S08000029,15 - 44,All,508,472.5
20220828,S08000029,45 - 64,All,269,307
20220828,S08000029,65 - 74,All,130,123
20220828,S08000029,75 - 84,All,137,103
20220828,S08000029,85 and over,All,69,73.5
20220828,S08000029,All ages,All,1351,1328.5
20220828,S08000029,All ages,Female,658,651.5
20220828,S08000029,All ages,Male,693,643
20220828,S08000030,Under 5,All,131,103
20220828,S08000030,5 - 14,All,167,172.5
20220828,S08000030,15 - 44,All,598,579
20220828,S08000030,45 - 64,All,330,333
20220828,S08000030,65 - 74,All,142,148.5
20220828,S08000030,75 - 84,All,113,120
20220828,S08000030,85 and over,All,60,85
20220828,S08000030,All ages,All,1608,1593.5
20220828,S08000030,All ages,Female,723,723
20220828,S08000030,All ages,Male,818,818
20220828,S08000031,Under 5,All,795,768
20220828,S08000031,5 - 14,All,850,726
20220828,S08000031,15 - 44,All,2282,2595.5
20220828,S08000031,45 - 64,All,1257,1572.5
20220828,S08000031,65 - 74,All,504,534
20220828,S08000031,75 - 84,All,444,523.5
20220828,S08000031,85 and over,All,283,303.5
20220828,S08000031,All ages,All,6553,7194
20220828,S08000031,All ages,Female,3123,3408.5
20220828,S08000031,All ages,Male,3292,3614.5
20220828,S08000032,Under 5,All,206,204.5
20220828,S08000032,5 - 14,All,347,377
20220828,S08000032,15 - 44,All,1291,1551
20220828,S08000032,45 - 64,All,1016,999
20220828,S08000032,65 - 74,All,429,431.5
20220828,S08000032,75 - 84,All,374,399
